Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Ali Majedi	013	Make optimistic comment	Europe	2365fc33f86c44edeeff769f3214a3be	[5:13:15]	13739
General Sisi	013	Make optimistic comment	Pakistan	1369958585209f3e28b17306818e8c73	[2:4:6]	13740
Shah Mahmood Qureshi	013	Make optimistic comment	Abdel Fattah Al-Sisi	1369958585209f3e28b17306818e8c73	[2:4:6]	13741
British PM	019	Express accord	Turkey's Erdogan	971f289a685c66a7e8acc17e79c450d2	[0:0:0]	13743
Turkey's Erdogan	013	Make optimistic comment	British PM	971f289a685c66a7e8acc17e79c450d2	[0:0:0]	13744
Ocasio-Cortez	014	Consider policy option	military budget	7f7a8d9c7f96f2d704a2482ec6433126	[4:10:13]	13758
Eva Longoria	1245	Refuse to allow non-mediatory international involvement	Democratic convention	eeccbf66a2ba008195cdb1c05703b667	[1:0:4]	13760
Nikki Haley	1951	Employ precision-guided aerial munitions	UN member states	179319440f007164c78a05de92f583ea	[1:0:3]	13763
Egyptian Foreign Ministry official	014	Consider policy option	The World Bank	53fb4da2670e18522a303f5f058515ea	[2:4:7]	13766
Tareq Adel	013	Make optimistic comment	United Kingdom	728ef6f98b714aed1ca45ff0c8eaab79	[1:0:3]	13767
Human Rights Watch	012	Make pessimistic comment	Israel	92d1248134d5a13d2ab2642e2c181fbb	[8:18:19]	13781
State Bank of India	011	Refuse to comment	Indian refiners	003e656d916083194cb7001598b01529	[0:0:0]	13782
Miroslav Bárta	013	Make optimistic comment	Prague exhibition	f3621eec274cf101ea2247972bdf77f7	[3:7:10]	13785
Attorney General Avichai Mendelblit	016	Reject accusation, deny responsibility	Benjamin Netanyahu	33805a99547e4b4a4d6b9174088bc1ce	[1:0:2]	13787
Government Representatives	014	Consider policy option	Entities undermining US sanctions	805eb1542b0c86e7b1e14e39ee11af63	[2:5:8]	13788
Palestinian Wafa news agency	015	Non-apologetically acknowledge or claim responsibility	demolition	524c11b2a9691c372d0c311f4b9c8017	[1:0:3]	13791
Michael Müller	019	Express accord	public	361915971e3cc8c92d756b3471f5ca4e	[2:3:4]	13795
AJC	016	Reject accusation, deny responsibility	public	361915971e3cc8c92d756b3471f5ca4e	[4:7:9]	13796
Donald Trump	1721	Impose restrictions on political freedoms	Pakistan	fecb9aec3d74e807343449b034e4e3dc	[1:0:0]	13798
Doctors in UAE	014	Consider policy option	Vaccination	fecb9aec3d74e807343449b034e4e3dc	[4:14:17]	13799
Bennett	014	Consider policy option	Israel	37eaf2af35ae84b94e0003d2a022c605	[1:0:5]	13803
Bennett	013	Make optimistic comment	Palestinian territories	37eaf2af35ae84b94e0003d2a022c605	[3:10:14]	13805
President Biden	014	Consider policy option	Keystone XL pipeline	16b06158feec8231c9ba7a01d63cd2e0	[1:0:0]	13807
Hochstein	012	Make pessimistic comment	Lebanon electricity system	16b06158feec8231c9ba7a01d63cd2e0	[3:4:5]	13808
Hochstein	013	Make optimistic comment	Eastern Mediterranean gas market	16b06158feec8231c9ba7a01d63cd2e0	[7:16:19]	13811
Paris	017	Engage in symbolic act	Iran's 1988 Massacre	6993f464611e373e29278e4a5b633e2a	[0:0:0]	13812
Taiwan	016	Reject accusation, deny responsibility	The United States	75013200bc4ecbfcd893e390f0215c51	[3:4:5]	13822
Russia foreign minister Sergei Lavrov	014	Consider policy option	Syria	c93d1022fd433c75178f44eef6ace6d5	[1:0:13]	13825
European Union's coordinator Enrique Mora	014	Consider policy option	The United States	3968a3f06b794725104d6371885a4022	[2:4:7]	13833
Iranian President Ebrahim Raeisi	013	Make optimistic comment	JCPOA parties	04804aba9b50d3d96dca87c902e10bee	[4:9:11]	13838
EU High Representative and Vice-President Josep Borrell	013	Make optimistic comment	Israel	04804aba9b50d3d96dca87c902e10bee	[5:12:15]	13839
Hezbollah head Sayyed Hassan Nasrallah	013	Make optimistic comment	Lebanon	cd6348416714a9990003898f6cc75cdb	[1:0:3]	13844
Hezbollah	013	Make optimistic comment	Israel	cd6348416714a9990003898f6cc75cdb	[1:0:3]	13845
President of the Loyalty to the Resistance Bloc	013	Make optimistic comment	Lebanon	cd6348416714a9990003898f6cc75cdb	[2:4:6]	13846
Hezbollah head Sayyed Hassan Nasrallah	013	Make optimistic comment	Lebanon	cd6348416714a9990003898f6cc75cdb	[3:7:11]	13847
Hezbollah	013	Make optimistic comment	Palestinian territories	cd6348416714a9990003898f6cc75cdb	[3:7:11]	13848
Hezbollah	0831	Accede to demands for change in leadership	Lebanese security forces	cd6348416714a9990003898f6cc75cdb	[4:12:15]	13849
Lebanon's Interior Ministry	010	Make public statement	Lebanon	cd6348416714a9990003898f6cc75cdb	[4:12:15]	13850
President Al-Sisi	013	Make optimistic comment	Sudan	758c80c24c44650bdf32bf912b40a411	[8:19:21]	13851
Khurram Dastagir Khan	016	Reject accusation, deny responsibility	The United States	087a9dd4a2806c0d113844cef1efe401	[1:0:0]	13853
Pakistan	016	Reject accusation, deny responsibility	Afghanistan	087a9dd4a2806c0d113844cef1efe401	[1:0:0]	13854
Ayman al-Safadi	013	Make optimistic comment	Palestinian cause	f353581b560a733ea72fb061358a8255	[1:0:3]	13855
Energy Department	012	Make pessimistic comment	OPEC and non-OPEC's influence on oil prices	5d2493b9185e35ad6ba307c1ec0db06c	[2:4:6]	13860
Sayyed Hassan Nasrallah	017	Engage in symbolic act	Lebanon	7983d494f6bb45264f5ad34c3213384d	[1:0:4]	13867
Rep. Eliot Engel	019	Express accord	Trump Administration	ee3505d58da90e946fe74ffb4d021c5f	[4:7:10]	13874
Rep. Eliot Engel	1121	Accuse of crime, corruption	The audience	ee3505d58da90e946fe74ffb4d021c5f	[5:11:13]	13876
Rep. Eliot Engel	016	Reject accusation, deny responsibility	Boycott Divestment and Sanctions (BDS) movement	ee3505d58da90e946fe74ffb4d021c5f	[5:11:13]	13877
Palestinian Ambassador	1823	Kill by physical assault	League of Arab States	1d2b7a786e015708da730e82d58692b9	[1:0:3]	13886
Venezuelan Minister of Communication and Information Jorge Rodriguez	016	Reject accusation, deny responsibility	Marco Rubio	2bbbda1d41f56a0c2c9b8c27a8ffea8c	[1:0:2]	13890
Former US President Donald Trump	014	Consider policy option	Israel	6d4f7066d79a09a30d6284b7905198eb	[1:0:2]	13897
Former US President Donald Trump	013	Make optimistic comment	Israel	6d4f7066d79a09a30d6284b7905198eb	[3:9:13]	13898
US Secretary of State Mike Pompeo	013	Make optimistic comment	Israel	6d4f7066d79a09a30d6284b7905198eb	[3:9:13]	13899
Turkey	016	Reject accusation, deny responsibility	Israel	c55a8252e16c8e9cb3ba42525e484953	[1:0:4]	13902
Secretary of State Mike Pompeo	012	Make pessimistic comment	Congress	5d6d9fb58f89dd192e69f349a88d3bd6	[4:9:11]	13903
Donald Trump	012	Make pessimistic comment	Germans	0f7726b885f33097cfdc4fa1e34c1424	[2:4:7]	13906
British Prime Minister Theresa May	019	Express accord	Abdel Fattah Al-Sisi	21c688735b192f984f4050e5d451a562	[0:0:0]	13907
Saudi authorities	010	Make public statement	Houthi proxies in Yemen	f5d285fda6d61903366f0a5a987845e0	[1:0:4]	13914
Saudi Arabian air defenses	010	Make public statement	Houthis	f5d285fda6d61903366f0a5a987845e0	[2:5:8]	13915
ICJ Chief judge Abdulqawi Ahmed Yusuf	016	Reject accusation, deny responsibility	UAE's request	abf14e37a4bdb7e38ec5432fa73c4dc2	[1:0:3]	13921
ICJ	016	Reject accusation, deny responsibility	UAE's request	abf14e37a4bdb7e38ec5432fa73c4dc2	[3:9:12]	13922
Iran's Supreme National Security Council	014	Consider policy option	JCPOA agreement	d1003b42be0c9ca6e052a174f4d23ba6	[1:0:2]	13949
Russian negotiating team head Mikhail Ulyanov	013	Make optimistic comment	P4+1 group	d1003b42be0c9ca6e052a174f4d23ba6	[7:21:24]	13953
Russia	016	Reject accusation, deny responsibility	US-led coalition	46843d35b15df9238b02e810004cabfe	[0:0:0]	13957
Russia	016	Reject accusation, deny responsibility	US-led coalition	46843d35b15df9238b02e810004cabfe	[3:4:4]	13958
Igor Konashenkov	016	Reject accusation, deny responsibility	US-led coalition	46843d35b15df9238b02e810004cabfe	[3:4:4]	13959
French Foreign Minister Jean-Yves Le Drian	1012	Demand military cooperation	Syria	e34dab28c78821c38a9a370402fa15a9	[1:0:3]	13963
Ibrahim Assil	012	Make pessimistic comment	International Community	e34dab28c78821c38a9a370402fa15a9	[2:4:6]	13966
US Jewish groups	010	Make public statement	Israel	5525cce1cea45b8b4ef7811027cb5381	[0:0:0]	13969
Donald Trump	010	Make public statement	Germany	ce2679856d9ba3f6aa0ba5b39195e303	[2:2:4]	13978
Defense Minister Ursula von der Leyen	016	Reject accusation, deny responsibility	Donald Trump	ce2679856d9ba3f6aa0ba5b39195e303	[2:2:4]	13979
Defense Minister Ursula von der Leyen	012	Make pessimistic comment	Donald Trump	ce2679856d9ba3f6aa0ba5b39195e303	[4:8:13]	13980
Attorney Gonen Ben-Yitzhak	018	Make empathetic comment	Crime Minister group	2cb35d4f27c4abe34cce4cc854762ff8	[9:31:33]	13982
Police Commissioner	010	Make public statement	Police	2cb35d4f27c4abe34cce4cc854762ff8	[11:39:42]	13983
Paraguay	019	Express accord	Israel	48aea45144308726ece436984a7afcaa	[1:0:2]	13987
The United States	1123	Accuse of aggression	Israel	48aea45144308726ece436984a7afcaa	[3:11:15]	13988
Guatemala	019	Express accord	Israel	48aea45144308726ece436984a7afcaa	[3:11:15]	13989
United Nations	019	Express accord	The United States	48aea45144308726ece436984a7afcaa	[4:16:17]	13991
Paraguay	019	Express accord	Israel	48aea45144308726ece436984a7afcaa	[4:16:17]	13992
Steve Mnuchin	013	Make optimistic comment	upcoming financial support	33620bd882067c750ace9b9b32567ee6	[2:2:5]	13998
Mohammed Al-Shaikh	013	Make optimistic comment	Kushner's economic proposals	33620bd882067c750ace9b9b32567ee6	[3:6:7]	13999
Hezbollah	017	Engage in symbolic act	Israel	30b749b3fd1557787624d3465e092dc9	[2:3:7]	14013
Hezbollah	015	Non-apologetically acknowledge or claim responsibility	Drone manufacturing	30b749b3fd1557787624d3465e092dc9	[4:12:13]	14014
EU High Representative and Vice-President Josep Borrell	013	Make optimistic comment	Vienna Talks	1ac5907e116a078709b72093e258ab8d	[8:27:29]	14020
Colonel Turki Al Malki	016	Reject accusation, deny responsibility	Houthi rebels	125093acb1a0b5ec58af04c15e44e019	[1:0:2]	14035
Yemen central bank	010	Make public statement	Yemen economy	e55c977c8747dd3a262f6419869fa3e6	[4:11:12]	14040
Recep Tayyip Erdogan	015	Non-apologetically acknowledge or claim responsibility	Pro-Turkish Syrian militants in Libya	5f32a997a6d26068d43593027e374044	[1:0:5]	14044
Palestinian Islamic Jihad source	010	Make public statement	Gilboa prison escape	5f4105591f052ff1097d4094d111576e	[1:0:2]	14045
Egyptian Military	015	Non-apologetically acknowledge or claim responsibility	Extremist groups	d2b2a664a46cee66e4dee423348a7e2a	[1:0:4]	14046
US Space Command	012	Make pessimistic comment	Iran's satellite	27ec45d42068f2e791a00960c09ed2b6	[4:11:13]	14050
Benjamin Netanyahu	014	Consider policy option	cabinet	37158815857255b11d9d7b1b4eb37dfc	[1:0:3]	14051
Palestinian officials	016	Reject accusation, deny responsibility	Israeli military court system	37158815857255b11d9d7b1b4eb37dfc	[5:16:19]	14052
Benjamin Netanyahu	0873	Demobilize armed forces	radical Sunni groups	9d48087898ba0681e9862231ba9d411c	[3:5:8]	14059
Israel	013	Make optimistic comment	Palestinians	9d48087898ba0681e9862231ba9d411c	[4:9:11]	14060
U.S. President Donald Trump	016	Reject accusation, deny responsibility	Iranian boats	768256d2fe1a31ca988034a991b6881c	[3:9:11]	14061
Iranian Foreign Ministry Spokesman Bahram Qassemi	014	Consider policy option	France	36e4eeb4e22f8b20c2b97635801bd843	[1:0:5]	14065
Iranian Foreign Ministry Spokesman Bahram Qassemi	016	Reject accusation, deny responsibility	France	36e4eeb4e22f8b20c2b97635801bd843	[2:6:9]	14066
President Hassan Rouhani	017	Engage in symbolic act	Iran's Defense Industry	7a407109c00dde48f2a1f3a9a4d54fba	[2:3:5]	14070
UNHRC	018	Make empathetic comment	Israel	d04d7d97307568394760e75c6f3a1f06	[3:9:12]	14077
United Nations	012	Make pessimistic comment	Israel	63a24a07c52c82a3c47ecce97bf78c01	[2:3:8]	14080
Benjamin Netanyahu	010	Make public statement	Shlomit Barnea Farago	cc24d30175e5c04d855b89a5ec1f0e76	[1:0:1]	14082
Benjamin Netanyahu	0342	Express intent to change policy	Attorney General Avichai Mendelblit	cc24d30175e5c04d855b89a5ec1f0e76	[2:2:4]	14083
European countries	013	Make optimistic comment	Travelers from Turkey	8ab8d9e25108ad44557d497e6963eb5d	[4:13:16]	14084
Senator Bernard Sanders	013	Make optimistic comment	Democratic voters	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	14094
Ocasio-Cortez	013	Make optimistic comment	Democratic voters	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	14095
Eldad Koblenz	016	Reject accusation, deny responsibility	Hatari group	51d53ac1d7232b20144366d96a114db1	[1:0:1]	14099
Madonna	017	Engage in symbolic act	Palestine Liberation Organization	51d53ac1d7232b20144366d96a114db1	[1:0:1]	14100
Iran foreign minister	010	Make public statement	EU's Borrell	a999dd8aebe2a6f7f9f18473b89ec309	[0:0:0]	14110
Iran legislator	016	Reject accusation, deny responsibility	Government of Iran	a999dd8aebe2a6f7f9f18473b89ec309	[2:3:6]	14113
Iran foreign minister	015	Non-apologetically acknowledge or claim responsibility	EU's Borrell	a999dd8aebe2a6f7f9f18473b89ec309	[5:15:16]	14115
Iran-backed	017	Engage in symbolic act	Saudi-led coalition	330fdee3721d500b388233d5d4c279d7	[1:0:3]	14116
The United States	016	Reject accusation, deny responsibility	Pakistan	3f1a9f7c3dffc8d90c68516b2ff5f537	[1:0:2]	14124
Palestinian Leader Mahmud Abbas	016	Reject accusation, deny responsibility	Israeli military forces	73557f41943c30e85db30bad74132106	[4:11:13]	14129
Sweden's Foreign Minister Margot Wallstrom	013	Make optimistic comment	Sweden	569035c248d493e5b083a4b222498601	[1:0:3]	14130
The United States	1711	Confiscate property	United Kingdom	12c1a137f738c0f6d507e2a6792acf58	[2:4:6]	14136
British Prime Minister Theresa May	016	Reject accusation, deny responsibility	The United States	12c1a137f738c0f6d507e2a6792acf58	[2:4:6]	14137
EU Commission President Jean-Claude Juncker	013	Make optimistic comment	The United States	12c1a137f738c0f6d507e2a6792acf58	[4:10:12]	14138
The United States	012	Make pessimistic comment	Russia	12c1a137f738c0f6d507e2a6792acf58	[6:16:19]	14139
The United States	012	Make pessimistic comment	China	12c1a137f738c0f6d507e2a6792acf58	[6:16:19]	14140
The United States	0242	Appeal for policy change	North Korea	12c1a137f738c0f6d507e2a6792acf58	[6:16:19]	14142
Iran’s U.N. ambassador Javad Zarif	013	Make optimistic comment	Nuclear agreement	1cc5948bdb8107ebb336fa4bc1441f91	[1:0:2]	14144
Iran military commander Gholamali Rashid	1054	Demand easing of economic sanctions, boycott, or embargo	Israel	1439247787180329108a21e3dba1bae2	[1:0:3]	14150
Benjamin Netanyahu	012	Make pessimistic comment	Potential attackers	58edcf53355902a469446cb59454e674	[4:14:15]	14152
Former US President Donald Trump	012	Make pessimistic comment	OPEC head	114e49e2ae39abab359a13f0916862e1	[1:0:3]	14156
Mohammad Barkindo	013	Make optimistic comment	Global energy demand	114e49e2ae39abab359a13f0916862e1	[2:4:5]	14157
Abdel Fattah Al-Sisi	1011	Demand economic cooperation	Renaissance Dam	f3c3c162f6514f0c035aca1228dd9f4b	[2:4:6]	14161
Cairo|Khartoum|Addis Ababa	013	Make optimistic comment	Renaissance Dam	f3c3c162f6514f0c035aca1228dd9f4b	[2:4:6]	14162
Egypt's Ministry of Investment and International Cooperation	010	Make public statement	Multilateral Investment Guarantee Agency's 30th anniversary	48ba6a4ccfaf10e06552498e49c9932f	[1:0:2]	14165
Former Iranian foreign minister	012	Make pessimistic comment	European countries	b27c0caa4128d88ab803c891789c8e61	[2:4:6]	14168
Russia	013	Make optimistic comment	Ukraine	beea6a3e6c9e9340fead16b9de958f50	[1:0:1]	14175
Donald Trump	013	Make optimistic comment	North Korea	fbfcfcbb1a21159ddc5de501620f1486	[2:3:4]	14178
Chancellor Angela Merkel	1834	Carry out location bombing	European self-reliance	fbfcfcbb1a21159ddc5de501620f1486	[7:12:13]	14180
Imran Khan	013	Make optimistic comment	President Hassan Rouhani	d541698c8f35d34adce7341212729791	[1:0:3]	14181
Government of Iran	019	Express accord	people of Indian Occupied Kashmir	d541698c8f35d34adce7341212729791	[5:14:19]	14184
Iranian president	019	Express accord	Pakistan	d541698c8f35d34adce7341212729791	[6:20:24]	14185
Palestine Liberation Organization’s (PLO) executive committee member Hanan Ashrawi	010	Make public statement	Israel	938f4e7148bb62416d514a3652c78569	[1:0:3]	14188
Abdel Fattah Al-Sisi	1711	Confiscate property	European Council president-elect Charles Michel	68ae7e1e609a1c8b024b00c70308dfe9	[2:3:7]	14195
China	013	Make optimistic comment	German businesses	db337a4e511a97bfc856e24855d19d4a	[1:0:2]	14202
China	013	Make optimistic comment	state companies	db337a4e511a97bfc856e24855d19d4a	[2:3:6]	14203
Former US President Donald Trump	012	Make pessimistic comment	Pakistan	1b5c969be557404773d21569d4ac6336	[1:0:1]	14210
India	012	Make pessimistic comment	Pakistan	1b5c969be557404773d21569d4ac6336	[1:0:1]	14213
Abdelraouf Elmanama	016	Reject accusation, deny responsibility	Gaza Strip health system	8c7bd96e0b2534c680634ce30c405bfa	[5:17:22]	14216
Rashida Tlaib	013	Make optimistic comment	Donald Trump	2e2037759c130158ebe119166da5137f	[1:0:1]	14217
Abbas	016	Reject accusation, deny responsibility	Israel	fadf91829f62c802d8d6e097e5fd0ae8	[6:18:20]	14218
Mohammed Faisal	016	Reject accusation, deny responsibility	Police Commissioner Kobi Shabtai	d21c4cf0783803f9c0a0c921b0dc1374	[3:7:9]	14223
Ambassadors from European countries	010	Make public statement	Interior Ministry	fbfa4e867377932af614c4ec1075fa32	[1:0:0]	14226
Khurram Dastagir Khan	019	Express accord	Kingdom of Saudi Arabia	fbfa4e867377932af614c4ec1075fa32	[1:0:0]	14227
Muhammad Faisal	1234	Reject request for change in institutions, regime	India	fbfa4e867377932af614c4ec1075fa32	[1:0:0]	14229
Abdel Fattah Al-Sisi	1043	Demand rights	Greek armed forces	abf064c8fdce336ea98b2876dfd6fffe	[2:4:7]	14231
Israel	013	Make optimistic comment	COVID-19	f129a310091799e4ddade011d6a12352	[0:0:0]	14235
Defense Ministry	013	Make optimistic comment	COVID-19	f129a310091799e4ddade011d6a12352	[1:0:4]	14236
Supreme Leader Ayatollah Ali Khamenei	010	Make public statement	Government of Iran	e87034aaa915a2ef011c9d734750b545	[2:4:6]	14241
Abdel Fattah Al-Sisi	1055	Demand to allow non-mediatory international involvement	United Nations General Assembly	a1b6c97d52beac7434e6833c9fef0528	[4:13:15]	14248
Abdel Fattah Al-Sisi	013	Make optimistic comment	COMESA	a1b6c97d52beac7434e6833c9fef0528	[9:33:36]	14252
Abdel Fattah Al-Sisi	014	Consider policy option	76th session of the UNGA	a1b6c97d52beac7434e6833c9fef0528	[10:37:42]	14253
UN Watch	018	Make empathetic comment	Rami Aman	83de96ba0f9f1ac8c0ec73539a839761	[6:26:32]	14258
Abdel Rahman Agamy	013	Make optimistic comment	Emirati Diamond Company and Sky Abu Dhabi	47321de6ec950dcd1fd733c8b5568099	[1:0:2]	14259
MK Yoel Hasson	014	Consider policy option	Yesh Atid	ecd2afbdd52dbc2acdb8ecf2c2b3490a	[1:0:2]	14266
Ahmed Abu Zeid	016	Reject accusation, deny responsibility	UN High Commissioner	d4cceae96986a76a22c55bcd855660c3	[1:0:2]	14272
King Abdullah II	017	Engage in symbolic act	Israel	27b79a69028bab0baaa78428e114c6ce	[3:10:14]	14274
Ben Shapiro	010	Make public statement	Ocasio-Cortez	5fb77db2781122ff7f9372b08b8a5c4f	[0:0:0]	14275
Ben Shapiro	010	Make public statement	Ocasio-Cortez	5fb77db2781122ff7f9372b08b8a5c4f	[3:8:11]	14276
Ambassador to the U.N.	012	Make pessimistic comment	UN Security Council	d336f3f0c74fe31c49eee503be692ce3	[5:10:12]	14278
Egyptian Ambassador	1384	Threaten to use conventional attack	Ministry of Culture and the Book Organisation	edb9d4215002d5c4193ee90868389eef	[2:5:8]	14282
Mauro Gambetti	013	Make optimistic comment	King Abdullah's efforts in interfaith dialogue and peace	2d5dce64cd32c7d11c89009b372d0c9c	[7:18:21]	14288
Abdel Fattah Al-Sisi	1121	Accuse of crime, corruption	Ethiopia	ecccb9e63b1371722122e32f9a1c5015	[2:2:4]	14293
Mark Esper	014	Consider policy option	Japan	dc5b6168d5fa8b4577bd4b541414ab90	[1:0:3]	14295
Peter Beyer	014	Consider policy option	Germany	dc5b6168d5fa8b4577bd4b541414ab90	[4:12:15]	14297
Abdel Fattah Al-Sisi	016	Reject accusation, deny responsibility	Ethiopia	3f3f974157d4c260e4d58a9a6bcd0e27	[2:4:6]	14319
